ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR230745,CC du golfe de Saint-Tropez - Production unit,Saint-Tropez,active,unless stated otherwise,production,development,estimated,CC du golfe de Saint-Tropez,"Assistance économique, juridique et technique dans la sélection d'un partenaire pour la création d'une unité de production et de distribution d'hydrogène pour les usages de mobilité sur le territoire de la Communauté de communes du golfe de Saint-Tropez",,,,Nearest region center,6.64352,43.25557
ASFR230746,H2V/Ascometal Leffrinckoucke - Plans for hydrogen production unit,H2V Leffrinckoucke,inactive,reported,production,cancelled,reported,H2V,"La création d’une usine de production d’hydrogène à Leffrinckoucke est en fait le « jumeau » d’un autre projet en cours mené par Ascometal et H2V sur le site d’Asco de Fos-sur-Mer, près de Marseille.
A Fos-sur-Mer, H2V a un projet de 600 MW (6 tranches de 100MW de 2026 à 2031)",42000,,,Nearest city center,2.46860,51.05544
ASFR230751,GDL QEGO - Gasification Unit,QEGO,active,estimated,production,operational,estimated,SAS GDL,"La première unité de production de QEGO située à Trangé sera amenée à produire 430Nm3/h de méthane de synthèse et 180kg/jour d’hydrogène dès 2023. L’objectif est d’atteindre à horizon 2030 une production de 200Nm3/h de méthane de synthèse et 2T/jour d’hydrogène pour les besoins de la mobilité du territoire. L’évolution de la quantité de production d’hydrogène est corrélée aux usages hydrogène du territoire avec une capacité maximale de production de 3,6T/jour d’H2.
Le projet QEGO est intégré dans l’écosystème ECO H2 Le Mans Sarthe du Pôle Métropolitain Le Mans Sarthe. La production des biogaz sera sur la commune de Trangé à destination d’usages situés sur le Territoire d’Industrie du Pôle Métropolitain du Mans et plus largement en Sarthe.",,,,Nearest city center,0.11064,48.02708
ASFR230752,Chausey electrolyzer - Plans for hydrogen production unit ,Chausey electrolyser,active,estimated,production,predevelopment,estimated,,"La deuxième phase consistera à atteindre 80% d’ENR dans le mix énergétique en utilisant l’hydrogène comme vecteur énergétique permettant de stocker, de manière centralisée, l’énergie renouvelable et de la redistribuer localement lorsque cela sera nécessaire, en complément du système adopté lors de la première phase",,,,Nearest city center,-1.83024,48.87286
ASFR230753,ArcelorMittal DRI Dunkerque Phase 2 - Hydrogen offtaker (industrial feedstock),ArcelorMittal DRI Dunkerque,active,reported,end use,development,reported,ArcelorMittal France,"The project, which is located on blast furnace no. 3 at the Dunkirk site, is designed to help ArcelorMittal reduce CO2 emissions by 30% in an industry where emissions of this gas are the most significant.",-,-,,Nearest known address,2.29352,51.02504
ASFR230754,Cemex PM-13 Ile-de-France - hydrogen production unit,PM-13,active,estimated,production,development,reported,Cemex,Construction d’un pousseur de manoeuvre fluvial « zéro émission » à propulsion hybride H2 / pile à combustible et batteries. Bateau d’un gabarit estimé à 13 x 8 m d’une puissance de 2 X 280 kW affecté au déplacement de barges de matériaux sur le bief de Paris,,,,Nearest city center,2.34040,48.85801
ASFR230755,Eneralys ECOH2 Gard Liouc - 10MW hydrogen production unit,ECOH2 Gard,active,estimated,production,development,reported,Eneralys,"10 MW d’électrolyseurs PEM pour une production de 3,3 tonnes en moyenne par jour, pour alimenter H2 Feedstock consumer dans la zone de chalandise de 150km autour du site",1466.6666666666667,48.400000000000006,,Nearest city center,3.98083,43.89179
ASFR230756,Hynamics Horizon Hydrogène Montpellier - hydrogen production unit,Horizon Hydrogène Montpellier,Standby,reported,production,development,reported,Hynamics,Projet d'électrolyseur pour alimenter une partie des 51 bus H2 que Montpellier souhaitait acquérir,,,,Nearest region center,3.87411,43.60636
ASFR230757,Envirocat CatHy La Rochelle - 100tpa H2 Coproduction unit,CatHy,active,estimated,production,development,reported,Envirocat,"Co-production d'hydrogène (100 t/an) lors de la production de méthylate de sodium. Cet hydrogène fatal pourrait alimenter à terme les navettes fluviales, trains, camions et bus dans l’enceinte du port ou à l’échelle de l’agglomération rochelaise.
CatHy, tel est le nom du projet qui vise à exploiter cet hydrogène, précise Stéphane Bodescot, Directeur Général adjoint du Groupe Sica Atlantique et l’un des pilotes du dossier. Cat comme contraction d’Envirocat et Hy pour hydrogène. Les pré-études ont commencé dès 2020 et ont démontré la faisabilité technique du projet. Nous en sommes maintenant aux études de détail d’un coût d’environ 800 000 euros, cofinancées à hauteur de 60 % dans le cadre du Plan de relance et du Plan hydrogène. Elles prévoient la réalisation d’une unité de récupération sur le site Envirocat, rue Marcel Deflandre à La Pallice, connectée à la station GNV Picoty mise en service récemment à La Repentie, pour assurer la distribution.",100,,,Nearest known address,-1.21392,46.16889
ASFR230758,Eiffage Bordeaux - hydrogen production unit,Eiffage Bordeaux,active,reported,production,development,reported,Eiffage,Projet de faire une station de distribution raccordée à un électrolyseur,,,,Nearest city center,-0.57528,44.84962
ASFR230759,Genvia/Ugitech Ugine - hydrogen production unit,Ugitech Ugine,active,estimated,production,development,reported,Ugitech SA,"Part of the Genvia's pilot projects to experiment its high temperature electrolysers to decarbonise industrial processes for the steel and cement industries.The projects are expected to produce hydrogen in amounts ranging from 200kg to 600kg per day. Genvia and Ugitech have agreed a pilot project to demonstrate both the technical relevance of hydrogen as a clean fuel for a reheating furnace that can replace natural gas, and the economic efficiency of Genvia's technology ",40,1.32,,Nearest city center,6.44878,45.75182
ASFR230760,"Genvia/Arcelor Méditerranée Saint-Chély-d’Apcher - 0,3MW SOEFC hydrogen production unit",Genvia/ArcelorMittal Méditerranée-Occitanie,active,estimated,production,development,reported,Genvia,"Part of the Genvia's pilot projects to experiment its high temperature electrolysers to decarbonise industrial processes for the steel and cement industries.The projects are expected to produce hydrogen in amounts ranging from 200kg to 600kg per day. Genvia and ArcelorMittal Méditerranée, a subsidiary of ArcelorMittal, a world leader in the steel industry, have agreed a pilot project to substitute current hydrogen use, and support the decarbonization of high-performance electric steel production required for the electric vehicle industry ",40,1.32,,Nearest known address,3.27561,44.79779
ASFR230761,Verso Energy/Bouygues ES Alp’Hyne Vallée de l'Arve Bonneville - 2MW hydrogen production unit,Alp’Hyne,active,reported,production,development,reported,Verso Energy,"Hydrogen distribution station, connected to 2 MW electrolyzer producing up to 800 kg of H2 per day, in order to meet specific mobility needs linked to extreme cold and steep gradients that hamper the use of battery-powered electric vehicles.
This project has won the European Connecting Europe Facility call for projects in March 2023.",266.6666666666667,8.8,,Nearest city center,6.42039,46.07298
ASFR230762,"Verso Energy/Bouygues ES H2BYCOL Chilly-Mazarin - 0,5MW hydrogen production unit",H2BYCOL Île-de-France,active,reported,production,development,reported,Bouygues ES,"Réseau de 2 stations de distribution en région parisienne (une à Louvres et une à Chilly-Mazarin), permettant de distribuer au total 400 kg/jour
Les 2 stations seront équipées d'un électrolyseur sur site chacune, pour une puissance cumulée de 1 MW
Projet lauréat de l’appel à projets européen Connecting Europe Facility en mars 2023",66.66666666666667,2.2,,Nearest region center,2.50819,49.04324
ASFR230763,Communauté de communes d'Albret EnrHy4 Albret - Plans for 4MW hydrogen production unit,EnrHy4 Albret,active,estimated,production,predevelopment,estimated,Communauté de communes d'Albret,"Electrolyseur 4MW alimenté par un parc solaire à 15MWc dans le cadre d’un plan PV sol régional de 160MWc à 2030. Une autre partie en pyrogazéification et cogénération est à l’étude. Les usages sont nombreux à etre considérés: substitution CH4 pour chaleur industrielle, mobilité BOM et flottes captives, usages autoroutier, injection réseau à l’étude avec Terega. Possiblement une station associée autoroutière échangeur Agen, voire une station supplémentaire.BOM, utilitaires, PL, minibus",533.3333333333334,17.6,,Nearest known address,-0.22490,45.17271
ASFR230766,Engie Rungis - 200kW hydrogen production unit,Engie Rungis,active,reported,production,operational,reported,Engie,"Sation de distribution de 20kg/jour, pour alimenter des véhicules utilisés par Engie",29.199999999999992,0.9635999999999998,,Nearest city center,2.35254,48.76135
ASFR230556,Veolia / Hyd'Occ STEP Perpignan - CO2 Filtration unit,STEP Perpignan,active,unless stated otherwise,capture,development,estimated,Veolia,"The STEP Perpignan, supported by the Perpignan Méditerranée metropolis, is part of the hydrogen strategy of the Occitanie Region. The project is based on the water treatment activity of the wastewater treatment plant, already generating green gas (biomethane), and will set up biological methanation to valorize its CO2 with hydrogen delivered from the hub hydrogen from Port-la-Nouvelle.",,,,Nearest city center,2.89886,42.68933
ASFR230769,TotalEnergies/Enegie Masshylia La Mède - 120MW hydrogen production unit,Masshylia,active,estimated,production,construction,reported,TotalEnergies,"Masshylia change de dimension. Lancé début 2021 par Engie et TotalEnergies, ce mégaprojet de production d'hydrogène vert par électrolyse va tripler ses capacités de production.
Cette nouvelle version de Masshylia devrait permettre d'économiser 100 000 tonnes de dioxyde de carbone chaque année, un chiffre six fois plus élevé que ce qui était envisagé initialement. Cela devrait également permettre la décarbonisation des activités industrielles de la raffinerie de Total située à La Mède. 
La ""mise à jour"" de Masshylia va nécessiter le lancement de nouvelles études de faisabilité et la mise en place d'infrastructures additionnelles, ce qui retardera inévitablement la mise en service du site. Initialement prévue pour 2024, l'usine ne sera finalement pas opérationnelle avant 2026.",16666.666666666668,550.0000000000001,,Nearest known address,5.10197,43.39895
ASFR230770,Liberty Steel France Dunkerque Loon-Plage - 1GW hydrogen production unit,Liberty Steel Dunkerque ,active,reported,production,development,reported,Liberty Steel France,"Liberty Steel, propriétaire d’Alvance aluminium Dunkerque, Paul Wurth, groupe luxembourgeois spécialiste de l’ingénierie industrielle, et SHS-Stahl-Holding-Saar, propriétaire de l’usine de tôles fortes dunkerquoise Dillinger France, ont annoncé, via un communiqué, la signature d’un protocole d’accord portant sur la construction d’une usine de production d’acier à base d’hydrogène à côté du site d’Alvance aluminium Dunkerque, situé à cheval sur les communes de Gravelines et de Loon-Plage. 
Ce partenariat doit évaluer l’opportunité d’implanter à la fois une usine de production d’hydrogène d’une puissance d’1 GW et un site de production de minerai de fer préréduit (DRI) grâce à l’utilisation de cet hydrogène (à la place du charbon gros émetteur de CO2), d’une capacité de 2 millions de tonnes. Le DRI produit serait principalement utilisé dans le four électrique à arc de l’usine Liberty Ascoval de Saint-Saulve (près de Valenciennes). 
L’excédent serait utilisé dans les aciéries intégrées d’Ostrava (République tchèque) et Galati (Roumanie) du groupe Liberty. Ce projet entre dans le cadre des ambitions «vertes» du groupe Liberty qui vise la neutralité carbone à l’horizon 2030. Si ce projet se concrétise, cette usine serait l’une des premières de ce type en France. ",133333.33333333334,4400.000000000001,,Nearest known address,2.16855,50.99865
ASFR230771,Air Liquide Dunkerque Grande-Synthe - 400MW hydrogen production unit,Air Liquide Dunkerque,active,reported,production,development,reported,Air Liquide France Industrie (ALFI),"Decarbonated hydrogen production plant in Dunkirk with up to 400 MW of electrolysers by 2027, mainly to supply ArcelorMittal's future DRI steel production line.",53333.333333333336,1760.0000000000002,,Nearest known address,2.27425,51.01806
ASFR230772,Hynamics/Vicat HyNoVi Montalieu-Vercieu - 180MW hydrogen production unit,HyNoVi,active,reported,production,development,reported,Hynamics,"Low-carbon hydrogen production with 330 MW of electrolysers. A small amount of those 330 MW capacities will be SOFC electrolyser : HyNoVi is part of the Genvia's pilot projects to experiment its high temperature electrolysers to decarbonise industrial processes for the steel and cement industries.The projects are expected to produce hydrogen in amounts ranging from 200kg to 600kg per day. Genvia, Vicat and Hynamic have agreed a pilot project on Vicat's facility in Montalieu (the largest production capacity of the group), focused on the optimization of Genvia’s technology for industrial applications, demonstrated in the cement sector ",24000,792,,Nearest known address,5.41935,45.80306
ASFR230773,ArcelorMittal DRI Dunkerque Phase 1 -  Hydrogen offtaker (industrial feedstock),ArcelorMittal DRI Dunkerque,active,reported,end use,development,reported,ArcelorMittal France,"The project, which is located on blast furnace no. 3 at the Dunkirk site, is designed to help ArcelorMittal reduce CO2 emissions by 30% in an industry where emissions of this gas are the most significant.",-,-,,Nearest known address,2.29352,51.02504
ASFR230774,H2V H2V59 Dunkerque Loon-Plage Phase 3 - 100MW hydrogen production plant,H2V59,active,reported,production,development,estimated,H2V,"Le projet H2V Dunkerque consiste à créer une usine de production d’hydrogène* qui serait implantée sur un terrain appartenant au Grand port maritime de Dunkerque (GPMD*), sur la commune de Loon-Plage à proximité de Dunkerque. L’usine H2V59 doit être raccordée au réseau public de transport d’électricité au moyen d’une liaison souterraine entre le poste électrique* de Grande-Synthe et l’usine, liaison qui serait réalisée par RTE.
H2V59 = société dédiée à la production d’hydrogène vert à Dunkerque, détenue à 50% par H2V",14333.333333333334,473.00000000000006,,Nearest city center,2.23207,51.00924
ASFR230775,H2V Warndt Naborien Carling Final - 400MW hydrogen production,H2V Warndt Naborien,active,estimated,production,development,reported,H2V,"H2V et GazelEnergie ont pour projet la construction d’une unité de production d’hydrogène renouvelable dans la centrale à charbon Emile Huchet de Saint-Avold qui, par décision de l’Etat français, a cessé sa production en 2022. A cette échelle industrielle, ce projet est le premier dans son genre à viser la transition énergétique permettant de privilégier l’hydrogène au charbon. L’unité de production d’énergie renouvelable par électrolyse pourra alimenter différents segments du marché du transport (camions, bus, trains, ports et aéroports) ainsi que les secteurs industriels français, allemand et luxembourgeois. L’hydrogène renouvelable produit sera utilisé localement et également exporté par pipeline, tout en permettant une décarbonation de la mobilité et de l’industrie à un prix compétitif. La première unité de 100 MW sera mise en service en 2026, la quatrième et dernière sera installée en 2030.",53333.333333333336,1760.0000000000002,,Nearest city center,6.70514,49.15465
ASFR230776,Storengy MéthyCentre Angé - Stationary application,Méthycentre,active,unless stated otherwise,end use,operational,estimated,Storengy,"Grâce à l’utilisation de la méthanisation et du Power-to-Gas, MéthyCentre pourra rendre possible la mise à disposition de méthane renouvelable (gaz naturel) et d’hydrogène aux H2 Feedstock consumers.",-,-,,Estimated site location,1.25233,47.37183
ASFR230777,Transdev Hyport Toulouse-Blagnac Extension - 200X hydrogen-powered buses,HyPort Toulouse-Blagnac Extension,active,unless stated otherwise,end use,in-service,estimated,Transdev Occitanie,Les 2 stations pourront alimenter 200 véhicules légers à terme,-,-,,Estimated site location,1.36767,43.62960
ASFR230778,Ecosystème H2 la Roche aux Fées Retiers - Light-duty FCEVs,Ecosystème H2 la Roche aux Fées,active,estimated,end use,in-planning,estimated,Roche aux Fées Communauté (RAFCO),,-,-,,Estimated site location,-1.37966,47.91215
ASFR230779,Conseil Départemental de la Manche Bhyke Cherbourg-en-Cotentin - 10 bikes,Bhyke Cherbourg-en-Cotentin,active,unless stated otherwise,end use,in-service,estimated,Conseil Départemental de la Manche,Projet BHYKE,-,-,,Estimated site location,-1.62218,49.63346
ASFR230780,Dijon Métropole DMSE - 250X light-duty FCEVs,DMSE LDV,active,estimated,end use,in-planning,estimated,Dijon Métropole,,-,-,,Estimated site location,5.03937,47.37248
ASFR230781,Agglomération de Chaumont Hydreol Chaumont - 20X light-duty FCEVs,Hydreol,active,unless stated otherwise,end use,order placed,estimated,Agglomération de Chaumont,,-,-,,Estimated site location,5.14167,48.10584
ASFR230782,VDN H2 MARNE Reims - Light-duty FCEV,H2 MARNE,active,unless stated otherwise,end use,in-planning,estimated,VDN,"Le projet H2 Marne est un projet de territoire, porté VDN H2 et H2 Développement, visant à décarboner l’industrie marnaise via l’hydrogène renouvelable pour un usage en combustion au sein d’un mix gaz naturel-hydrogène. L’implantation de cette unité de production permettra également de répondre aux besoins d’hydrogène pour la mobilité verte des collectivités, riverains et industriels aux alentours.
10 MW d’hydrogène seront produits par électrolyse sur site qui permettront d’éviter 8 000 tonnes de CO2 par an.",-,-,,Estimated site location,4.03813,49.25922
ASFR230783,EAS-HyMob Normandie - 40X FCEVs,EAS-HyMob,active,unless stated otherwise,end use,in-service,estimated,,"Fin 2020, une quarantaine de véhicules hydrogènes légers sont déjà en circulation en Normandie. Cette flotte régionale devrait s'étendre à quelque 90 véhicules dans les prochains mois avec 50 engagements d’achat de collectivités et entreprises ont été recueillis. ",-,-,,Estimated site location,1.08430,49.44411
ASFR230784,Semitan Navihydrogen-powered bus Erdre Nantes - Hydrogen-powered marine shuttle,Navibus,active,unless stated otherwise,end use,in-service,estimated,Semitan,"Depuis juillet 2019, un bateau électrique utilisant une pile à combustible à hydrogène navigue à Nantes: il s’agit du Jules-Verne II, passeur du réseau de transport public nantais d’une capacité de 25 passagers, naviguant 14 heures par jour sur l’Erdre.",-,-,,Estimated site location,-1.57328,47.20790
ASFR230785,IDELIS Fehydrogen-powered bus Pau Final - 8X hydrogen-powered buses,Febus Pau,active,unless stated otherwise,end use,in-service,estimated,IDELIS,"Inauguration 2019  de ligne BHNS de 6km avec u total, huit bus à hydrogène de 18 mètres ont été mis en service au sein de la capitale du Béarn. D’une capacité de 125 passagers, dont 32 assis.
Une technologie éprouvée mais trop difficile à maintenir compte tenu des coûts et des progrès de l’électrique. Alors qu’elle était en septembre 2019 l’une des premières collectivités en France à s’équiper de bus à hydrogène, l’agglomération de Pau fait finalement machine arrière. Au total, 8 bus à haut niveaux de service, bientôt complétés par quatre autres, circulent depuis 4 ans sur le territoire palois.
Aujourd’hui, l’agglo s’est orientée vers l’acquisition de 8 bus électriques par an sur les dix prochaines années. « L’hydrogène serait trop lourd à gérer » reconnait le responsable de l’agglo.
",-,-,,Nearest known address,-0.36652,43.29864
ASFR230786,Lidl Carquefou - Forklift,Lidl Carquefou,active,unless stated otherwise,end use,in-service,estimated,Lidl,Depuis le mois de janvier 2022 ce sont 98 engins de manutention Jugendheinrich (80% de la flotte logistique) qui tournent à l’hydrogène renouvelable chez Lidl Carquefou,-,-,,Nearest known address,-1.49857,47.27017
ASFR230787,AVIA Montmarault - 13X heavy-duty FC trucks,AVIA Montmarault,active,estimated,end use,in-planning,estimated,Thevenin-Ducrot,The AVIA Montmarault joint venture plans to acquire 13 hydrogen-powered trucks to meet the needs of its partners.,-,-,,Estimated site location,2.95544,46.31828
ASFR230789,SMTAG Bruay-la-Buissière Phase 1 - 6X hydrogen-powered buses,SMTAG Bruay-la-Buissière,inactive,reported,end use,out-of-service,reported,Syndicat mixte des transports Artois-Gohelle (SMTAG),"6 bus à hydrogène de la communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane, qui devraient être mis en service en novembre par le syndicat mixte des transports Artois-Gohelle. Ils circuleront sur la ligne entre Bruay-la-Buissière et Auchel (Pas-de-Calais) sur 13 kilomètres et seront exploités par l'opérateur Transdev. Ces nouveaux bus écologiques du fabricant français Safra pourront être rechargés au quotidien à la station de production d'hydrogène par électrolyse sur le site d'Houdain (Pas-de-Calais) réalisée par Engie et McPhy Energy . D'un coût total de près de 13 millions d'euros, cette ligne de bus à hydrogène s'inscrit dans un projet local de réorganisation globale du réseau de transports.
Dans le département du Pas-de-Calais, les six bus à hydrogène du réseau Tadao ont disparu de la circulation depuis la rentrée. En cause : un problème technique que le constructeur ne parviendrait pas à résoudre.
Depuis septembre 2023, l’intégralité de la flotte a été renvoyée chez le constructeur, à Albi.",-,-,,Nearest city center,2.55569,50.48717
ASFR230790,Enez EUSSA III Molène - Boat,Enez EUSSA III,active,unless stated otherwise,end use,,,,"En juillet 2020, le conseil régional de Bretagne a voté sa feuille de route du déploiement de l’hydrogène renouvelable. Il s’engage notamment à convertir progressivement, à partir de 2022, l’ensemble de sa flotte de navires desservant les îles avec un objectif « zéro émission ». Deux navires basés à Brest doivent ainsi être dotés d’une propulsion électrique fonctionnant à l’hydrogène, le navire à passagers Enez Eussa III et le caboteur Molenez.",-,-,,Estimated site location,-4.95994,48.39562
ASFR230791,Molenez Molène - Shuttle,Molenez Molène,inactive,reported,end use,cancelled,estimated,,"En juillet 2020, le conseil régional de Bretagne a voté sa feuille de route du déploiement de l’hydrogène renouvelable. Il s’engage notamment à convertir progressivement, à partir de 2022, l’ensemble de sa flotte de navires desservant les îles avec un objectif « zéro émission ». Deux navires basés à Brest doivent ainsi être dotés d’une propulsion électrique fonctionnant à l’hydrogène, le navire à passagers Enez Eussa III et le caboteur Molenez.",-,-,,Estimated site location,-4.95994,48.39562
ASFR230792,Ecosystème H2 la Roche aux Fées Retiers - Trains,Ecosystème H2 la Roche aux Fées,active,unless stated otherwise,end use,in-planning,estimated,Roche aux Fées Communauté (RAFCO),,-,-,,Estimated site location,-1.37919,47.91297
ASFR230793,Ecosystème H2 la Roche aux Fées Retiers - Heavy-duty FC trucks,Ecosystème H2 la Roche aux Fées,active,unless stated otherwise,end use,in-planning,estimated,Roche aux Fées Communauté (RAFCO),,-,-,,Estimated site location,-1.37919,47.91297
ASFR230794,Keolis Versailles Jouy-en-Josas - 7X hydrogen-powered buses,Versailles Jouy-en-Josas,active,unless stated otherwise,end use,in-service,estimated,Keolis,"Depuis septembre 2019, la station Air Liquide des Loges-en-Josas alimente en hydrogène certifié bas carbone la première ligne de bus hydrogène en opération commerciale en France. Sept bus circulant entre les communes de Versailles et de Jouy-en-Josas sont rechargés quotidiennement à cette station.",-,-,,Estimated site location,2.12658,48.80357
ASFR230795,Métropole de Rouen - 3X hydrogen-powered buses,Rouen Vallée hydrogène,active,unless stated otherwise,end use,in-service,estimated,Métropole de Rouen,"La Métropole Rouen Normandie, Autorité Organisatrice de Mobilité souhaite acquérir des bus hydrogène dans le cadre du respect environnemental. Le projet actuel concerne l’acquisition de 3 bus articulés pour une expérimentation sur les lignes du Réseau Astuce, réseau de transports en commun de la MRN. En plus des véhicules, le projet porte sur la mise en place d’une station hydrogène.",-,-,,Estimated site location,1.07068,49.4419.
ASFR230796,AVICAFE Seine - Hydrogen-powered boat,AVICAFE Seine,inactive,reported,end use,cancelled,estimated,AVICAFE,"Afin d’accompagner la transition énergétique, le projet AVICAFE Seine vise à faire émerger à court et moyen terme une chaîne d’avitaillement pour le transport fluvial en carburant gaz/ hydrogène dans le bassin de la Seine. Dans un premier temps, un état des lieux et un diagnostic technique, économique et juridique des solutions d’avitaillement en carburants à faibles émissions sera mené. Cette première phase servira de support à l’établissement d’un schéma directeur de déploiement de l’offre d’avitaillement en carburants « propres », optimisant les synergies avec les autres modes (routier, maritime, voire ferroviaire) et destiné aux collectivités de la Vallée de la Seine mais aussi aux investisseurs, en vue de déployer une première solution d’avitaillement en bord de Seine.",-,-,,Estimated site location,1.09177,49.43699
ASFR230797,EAS-HyMob Evreux - 1X hydrogen-powered bus,EAS-HyMob Evreux,active,unless stated otherwise,end use,in-service,estimated,,"projet de premier rétrofit d’un car diesel en hydrogène de Transdev que la Région va soutenir à hauteur de 400 000 euros, et qui s’appuiera sur la station EASHYMOB d’Evreux pour tester jusqu’au 31/12/2022 le car hydrogène sur la ligne Express Nomad Evreux-Rouen » a déclaré Hervé Morin, président de la Région Normandie.",-,-,,Estimated site location,1.18310,49.00985
ASFR230798,CASAS Saint-Avold - Hydrogen-powered bus,Saint-Avold Synergie,active,unless stated otherwise,end use,in-planning,estimated,'Communauté d’Agglomération de Saint-Avold Synergie (CASAS),,-,-,,Estimated site location,6.72374,49.13808
ASFR230799,Eurometropole Metz  - 13X hydrogen-powered buses,Eurometropole Metz,active,unless stated otherwise,end use,,,Eurometropole Metz,,-,-,,Estimated site location,6.18042,49.11665
ASFR230800,Dijon Métropole DMSE Phase 1 - 2X FC RCVs,DMSE RCV,active,unless stated otherwise,end use,in-service,reported,Dijon Métropole,"La métropole de Dijon a annoncé sa première commande de bennes à ordures fonctionnant intégralement à l’hydrogène vert et va s’équiper de quatre véhicules de 19 tonnes qui devraient circuler à partir de 2022. Ils seront alimentés en hydrogène vert qui sera produit en circuit court par deux stations d’hydrogène locales, dont une est déjà en construction. Une installation PV de 12 hectares est également prévue pour fournir en électricité verte la seconde usine d’électrolyse.",-,-,,Estimated site location,5.03937,47.37248
ASFR230801,Dijon Métropole DMSE Phase 2 - 4X FC RCVs,DMSE RCV,active,unless stated otherwise,end use,order placed,estimated,Dijon Métropole,"’ici 2030, l’objectif est de convertir l’intégralité de la flotte de bus et de bennes à ordures ménagères de Dijon à l’hydrogène vert, soit 44 bennes à ordures ménagères et 180 bus.",-,-,,Estimated site location,5.03937,47.37248
ASFR230802,Keolis/Dijon Métropole DMSE Phase 1 - 16X hydrogen-powered buses,DMSE Bus,active,unless stated otherwise,end use,order placed,reported,Dijon Métropole,,-,-,,Estimated site location,5.03937,47.37248
ASFR230803,Keolis/Dijon Métropole DMSE Phase 2 - 164X hydrogen-powered buses,DMSE Bus,active,unless stated otherwise,end use,in-planning,estimated,Dijon Métropole,"’ici 2030, l’objectif est de convertir l’intégralité de la flotte de bus et de bennes à ordures ménagères de Dijon à l’hydrogène vert, soit 44 bennes à ordures ménagères et 180 bus.",-,-,,Estimated site location,5.03937,47.37248
ASFR230804,Chereau H2ColdChain Ducey-les-Chéris Phase 1 - Refrigerated truck,H2 ColdChain,active,unless stated otherwise,end use,in-planning,estimated,Chereau,,-,-,,Nearest city center,-1.29220,48.63016
ASFR230805,Chereau H2ColdChain Ducey-les-Chéris Phase 2 - Refrigerated truck,H2 ColdChain,active,unless stated otherwise,end use,in-planning,estimated,Chereau,,-,-,,Estimated site location,-1.29220,48.63016
ASFR230806,Malherbe ROAD Avranches - 1X heavy-duty FC truck,ROAD Avranches,inactive,reported,end use,cancelled,estimated,Malherbe,"Développement d’une semi-remorque frigorifique à hydrogène : Groupe frigorifique 100% électrique, Pile à combustible H2, Réservoirs H2 14 kg à 350 bars, Autonomie : 2,5 jours,Cchaîne de puissance avec batteries LI-ion et convertisseurs DC/DC et DC/AC",-,-,,Estimated site location,-1.35553,48.67290
ASFR230807,Ariane Group H2ylimobil Vernon - Heavy-duty FC trucks,H2ylimobil,active,estimated,end use,in-planning,reported,Ariane Group ,"deux axes stratégiques : premièrement valider rapidement le potentiel de l’hydrogène liquide pour la mobilité lourde et deuxièmement ouvrir un centre national d’excellence sur l’hydrogène en s’appuyant sur les moyens et compétences disponibles sur le site de Vernon, qui est déjà le plus grand centre d’essais hydrogène en Europe.",-,-,,Estimated site location,1.49040,49.12625
ASFR230808,Armor H2 Saint-Brieuc - 10 hydrogen-powered buses,Armor H2,active,unless stated otherwise,end use,in-planning,estimated,,,-,-,,Estimated site location,-2.80408,48.48767
ASFR230809,Armor H2 Saint-Brieuc - 2X FC RCVs,Armor H2,active,unless stated otherwise,end use,in-planning,estimated,,,-,-,,Estimated site location,-2.80408,48.48767
ASFR230810,Métropole de Rouen Normandie Rouen Vallée hydrogène Phase 1 - Hydrogen-powered bus,Rouen Vallée hydrogène,active,unless stated otherwise,end use,in-service,estimated,Métropole de Rouen,"Silencieux comme un bus électrique, le premier bus à hydrogène de la flotte du réseau Astuce a été livré mardi 13 décembre 2022 à la métropole de Rouen. Fabriqué par la société belge Van Hool, le véhicule standard (12 mètres de long) a été officiellement présenté à la presse au dépôt bus des Deux Rivières.",-,-,,Estimated site location,1.12397,49.43854
ASFR230811,NEAC Caen Phase 1 - 1 Shuttle,NEAC,active,unless stated otherwise,end use,,,NEAC Industry,"Le premier objectif de NEAC consiste à concevoir, développer et tester une navette fluviale électrique autonome (à propulsion hybride hydrogène) permettant le transport à de 8 à 12  personnes d’une rive à l’autre du canal de Caen.",-,-,,Estimated site location,-0.35015,49.18272
ASFR230812,Agglomération de Chaumont Hydreol Chaumont - 3X FC RCVs,Hydreol,active,unless stated otherwise,end use,,,Agglomération de Chaumont,,-,-,,Estimated site location,5.14167,48.10584
ASFR230813,Agglomération de Chaumont Hydreol Chaumont - 3X hydrogen-powered buses,Hydreol,active,unless stated otherwise,end use,,,Agglomération de Chaumont,,-,-,,Estimated site location,5.14167,48.10584
